Author,Review,Rating,Restaurant,Location
Daphne,"The coffee was still ok but must say that the quality of the food has dropped. My friend ordered the waffles and I must say it dint quite taste like waffles at all. More like a dense cake. Unfortunately this is my sentiments for most of its …MoreThe coffee was still ok but must say that the quality of the food has dropped. My friend ordered the waffles and I must say it dint quite taste like waffles at all. More like a dense cake. Unfortunately this is my sentiments for most of its branches, even the one at the gardens. Prices are not cheap either. Oh and definitely give the waffles a miss.","Rated 3.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Ahmad Faiz Mohamad,"Coffee was so good..unfortunately for me, kitchen is non halal.","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Lazar Thobias,"Good ambience, good service and friendly staff. Ordered a Big Breakfast. Mushrooms came cold. Requested eggs to be omelette but  came sunny side fried.","Rated 3.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Rueben Aiyyappan,Always my weekend breakfast spot. Lovely vibes and very friendly and professional staff!,"Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Reks Chia,"Good food, good environment and good stuff service! had a great breakfast at Antipodean. Please keep it up!","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Caroline Soosay,"Always enjoy our dining experience here. Friendly and welcoming staff, great food and coffee. Will definitely keep coming back.","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
RED Castle,Love the food ~  Friendly staff~The important for this place is Pets Friendly.I could bring my dog and enjoy the delicious brunch.,"Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Joanne Heppell,"Food was amazing, very attentive and friendly staff.Will definitely be returning","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Avhinarsh (FreeStadiumTix),"When I first visited this place, this was the best! This place had one of the best waffles in KL. Also, their staff are friendly and it was very clean. Hope they get spot at KLIA 2 because I think there is still some spots left for this cafe. Thank you Antipodean Cafe!","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Kim JY,The staff were great there. Super attentive and polite. Very quick respond to our call. Made sure everything was alright on our side. Food was awesome too!,"Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Christine Tran,"Very disappointed with the salmon cream cheese lemon waffle. It was literally presented as a waffle with 2 slices of smoked salmon, a slice of cream cheese and a wedge of lemon. No sauce whatsoever. The waffle was too dense and dry. Overall not appetizing and not worth RM 30 after tax and service charge.","Rated 1.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Valeria Rudy,"Food was great, but Thai beef salad needs more veggies , and my bf was hungry after meal. I liked idea of menu at the wall it’s very nice . I liked my food was delicious","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Linda Yeoh,"Have been here so many times and service is always on point. Food is good, fresh, delicious. Will definitely revisit this place! …MoreHave been here so many times and service is always on point. Food is good, fresh, delicious. Will definitely revisit this place!Lovely staff!","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
PY LEE,Friendly staffs and nice food,"Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Missyx Diva,"Wonderful food and service as always. The Eggs Marlborough with Salmon and Smoked Salmon Omelette were simply scrumptious, not to forget the vegetarian Big Breakfast was so delicious. The brilliant thing about Antipodean’s menu is the …MoreWonderful food and service as always. The Eggs Marlborough with Salmon and Smoked Salmon Omelette were simply scrumptious, not to forget the vegetarian Big Breakfast was so delicious. The brilliant thing about Antipodean’s menu is the flexibility to accommodate both vegetarian/vegan and non-veg customers.I have to thank our waiter, Mr. Sagor, for an excellent brunch experience. He was super cheerful, attentive, and most of all was adaptive to our requests as well as needs. He made our family brunch date even more delightful. I can’t wait for our next visit!","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Sherine Chong,The usual suspect. A good American breakfast/ brunch place. Good black coffee.,"Rated 4.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Dingle “Jonk” Wingle,Their choice of decor is interesting. Writing their entire menu on one wall feeds two birds with one scone (for all you PETA fanbois out there). Lower costs for decorating and printing and updating menus. …MoreTheir choice of decor is interesting. Writing their entire menu on one wall feeds two birds with one scone (for all you PETA fanbois out there). Lower costs for decorating and printing and updating menus.Also my first encounter with a paper straw.Eat at Antipodean and save the environment. Fill up your daily quota for environmentalism.,"Rated 4.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Luqman Gantang,Really nice service ☺️👍,"Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Lee Giselle,"Overall, it was a great experience dining in this relaxing cafe😋. I enjoyed their avocado smash very much and their refreshing ice lemon tea. The workers there are also very friendly and provide good services at any time. Their big …MoreOverall, it was a great experience dining in this relaxing cafe😋. I enjoyed their avocado smash very much and their refreshing ice lemon tea. The workers there are also very friendly and provide good services at any time. Their big breakfast is a must try and I must say the batista there did a very good job designing the pattern on top of the coffee ☕👍. Will definitely come back again !","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Sativa Davar,"The food, service and environment are amazing. Large menu, friendly staff, amazing coffee. Unfortunately, food was brought to our table with an insect in it - immediately it was replaced ... but still on the bill! Also, a little overpriced and limited vegetarian options.","Rated 3.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Shiho Shimizu,"so nice taste, friendly staff. should come back again soon..!","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Umar Hakim Shafaruddin,"First off, the service was excellent. Friendly staff greeted me at the door and helped me to the creative menu on the wall which essentially made me spoil for choice. The standard of the food was on par with the price point and had used …MoreFirst off, the service was excellent. Friendly staff greeted me at the door and helped me to the creative menu on the wall which essentially made me spoil for choice. The standard of the food was on par with the price point and had used quality product. The premise was clean and the outer area was a traffic area but the ambiance was quickly nullified with the greenery outside. Would definitely go again and again.","Rated 5.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
zhao hua Tu,"I had my Sunday breakfast outside beside the trees, Boni is superb in making the whole experience perfect for me. I had French toast with berry compote, it's alright but it'll be fab if they are more generous with the berry compote. Hot latte is perfect!","Rated 4.0 out of 5,",Antipodean Cafe,"20, Jalan Telawi 2, Bangsar, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Chang Weng Hoe,"Amazing food for brunch and breakfast. The pancakes are a must try and so is the French toast, especially the ones with bacon. For a more savory choice, go for their big breakfast or all day breakfast, you won't go wrong with it. Overall their service is good and the food is awesome.","Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
muzukashii nihongo,Menu is written on wall - hard to read. Excellent service.,"Rated 3.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Melody Christie,"Wait staff are excellent! Good food, good company. Will come again. We had the Kiwi Fried Egg, Homemade Baked Beans with Bacon, Pumpkin Soup and the Eggs Benedict. All tasted good. Will definitely come back again.","Rated 4.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Irene Ong,"Very good quality fare.  Service is exceptional especially Rafat @ Atria. He is very friendly and helpful, and quick to provide any requests while we were there.","Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Sam,Ordered a bacon and egg pie and it was absolutely delicious! The service was also very good.,"Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
janet lau,"Food and ambience is good, we love the kids playing area , which give us some ‘Me’ time ..","Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Shaunn,excellent food and service. will come again,"Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Bryan Lee,Nice coffee nice cake serve by zahanjir.,"Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
JENNIFER LAI,Food and coffee very good. Serve by zahangir. Fully 5 star service. I will come back again.,"Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
felicia lee,Good and fast services. Able to change the pancake flavour to my child liking. Very impressive.,"Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Josephine Lee Mei Li,Food good and service crew Anik is good,"Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Fathin Husin,Nice ambiance and staff are very friendly & welcoming. Also thank you for the best coffee in town!,"Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Abu Faris,Lousy service.took 30 mins just to bring drinks. First & last visit,"Rated 2.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Jasmine Chiam,Great service offered by a staff named Sajed for our birthday celebration. Sajed is a very friendly and knowledgeable on introducing great food for our dinner. We will surely return for our future events. Thank you.,"Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Gwen Choo,Coffee is good but the cafes are a little dry for my liking,"Rated 4.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
vernon raj,"Nice location. Good food. Personally liked the turmeric latte. Shirley and her team were friendly, accommodating and very proactive. All in all great experience.","Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
Han Tan,The food and coffee really hit the spot. Great place for weekend brunch :),"Rated 5.0 out of 5,",Antipodean @ Atria,"G37 & GK1, Ground Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, Selangor"
